Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2013-09-26,1971.95,1986.14,1971.95,1986.14,12255045
2013-09-27,1987.19,1999.81,1987.19,1999.08,5711732
2013-09-30,1990.88,2010.06,1983.02,2010.06,11171297
2013-10-01,2005.98,2007.69,2003.13,2007.69,8007921
2013-10-02,2022.78,2028.03,2016.99,2016.99,20031658
2013-10-03,2077.88,2077.88,2073.65,2073.65,114154402
2013-10-04,2087.76,2097.98,2087.76,2097.98,55005391
2013-10-07,2078.77,2120.6,2078.77,2120.6,18153326
2013-10-08,2123.51,2131.1,2122.39,2131.1,19225091
2013-10-09,2122.32,2126.57,2111.4,2126.57,30096275
2013-10-10,2150.33,2153.16,2150.33,2150.38,13736346
2013-10-11,2140.7,2175.63,2140.7,2175.63,15468650
2013-10-14,2195.94,2196.86,2188.21,2196.86,87169863
